client,deal,hour,accepted,refused
OneBridge @8,Mars Explorer #11,15-03-18 15:23,25,2
OneBridge @8,Mars Explorer #11,15-03-18 14:47,16,5
OneBridge @8,Mars Explorer #11,15-03-18 6:30,4,0
OneBridge @8,Mars Explorer #11,15-03-18 18:46,21,7
Funk and Shanahan @38,Quester #757,15-03-18 3:33,1,0
Funk and Shanahan @38,Quester #757,15-03-18 10:52,2,0
Veum @30,Hosp Plan #3487,15-03-18 3:27,1,0
Veum @30,Hosp Plan #3487,15-03-18 1:35,1,0
RCool @9,Try Harder #12,15-03-18 15:43,21,10
RCool @9,Try Harder #12,15-03-18 19:00,54,21
RCool @9,Try Harder #12,15-03-17 23:44,48,16
RCool @9,Try Harder #12,15-03-18 14:56,4,0
RCool @9,Try Harder #12,15-03-18 1:54,1,2
RCool @9,Try Harder #12,15-03-18 14:16,3,0
RCool @9,Try Harder #12,15-03-18 20:14,23,3
RCool @9,Try Harder #12,15-03-18 20:51,20,4
RCool @9,Try Harder #12,15-03-18 12:42,17,4
RCool @9,Try Harder #12,15-03-17 22:35,19,5
RCool @9,Try Harder #12,15-03-18 17:07,25,7
RCool @9,Try Harder #12,15-03-18 13:50,13,7
RCool @9,Try Harder #12,15-03-18 3:50,5,1
RCool @9,Try Harder #12,15-03-17 23:42,2,0
RCool @9,Try Harder #12,15-03-18 17:00,47,5
RCool @9,Try Harder #12 ,15-03-18 0:01,32,3
Funk and Shanahan @38,Quester #757,15-03-18 18:07,5,0
Funk and Shanahan @38,Quester #757,15-03-18 3:59,2,0
Veum @30,Hosp Plan #3487,15-03-18 18:57,1,0
Veum @30,Hosp Plan #3487,15-03-18 7:11,2,0
Veum @30,Hosp Plan #3487,15-03-18 8:27,2,1
Veum @30,Cares #2547,15-03-18 11:16,1,0
Malimada @501,Mercado #3352,15-03-18 15:14,17,6
Malimada @501,Mercado #3352,15-03-18 6:27,2,3
Malimada @501,Mercado #3352,15-03-18 12:57,156,70
Malimada @501,Mercado #3352,15-03-18 6:25,11,2
Malimada @501,Mercado #3352,15-03-18 2:49,3,1
Malimada @501,Mercado #3352,15-03-18 6:29,13,5
Malimada @501,Mercado #3352,15-03-18 14:22,70,38
Malimada @501,Mercado #3352,15-03-18 17:04,74,20
Malimada @501,Mercado #3352,15-03-18 12:27,67,32
Malimada @501,Mercado #3352,15-03-18 6:28,19,3
Funk and Shanahan @38,Quester #757,15-03-18 2:37,7,0
Funk and Shanahan @38,Quester #757,15-03-17 23:25,3,0
Veum @30,Hosp Plan #3487,15-03-18 16:56,2,0
Veum @30,Hosp Plan #3487,15-03-18 3:43,4,0
Veum @30,Hosp Plan #3487,15-03-18 20:12,1,0
